q1,"select avg(num) from (select a.year, (case when b.num>=0 then b.num else a.num end) as num from (select distinct year, 0 as num from df) a left outer join (select year, count(*) as num from df where type_of_care = 'annual vision checkup' and for_whom = 'child_medical_care' group by year) b on a.year = b.year)",annual_medical_care-log.csv,,What is the average number of times I took my kids for their vision checkup each year? ,"{""for_whom"":""child_medical_care"",""type_of_care"":""annual vision checkup""}",1,average
q2,select count(*) from df where type_of_care = 'annual vision checkup' and for_whom = 'child_medical_care' and year = '{year}',annual_medical_care-log.csv,year,How many times did I take my kids to an optician in {year}?,"{""type_of_care"":""annual vision checkup"" ,""for_whom"": ""child_medical_care""}",1,count
q3,select count(*) from df where type_of_care like '%dental%' and for_whom = 'child_medical_care' and year = '{year}',annual_medical_care-log.csv,year,How many times did I take my kids to the dentist in {year}?,"{""type_of_care"":""annual dental cleaning and checkup"" ,""for_whom"": ""child_medical_care""}",1,count
q4,"select friends, max(length) from (select friends, sum(howlong) as length from (select friends, howlong from df1 where year = '{year}' and month = '{month}') as a group by friends) as b",daily_chat-log.csv,"year,month",Who did I talk to the most in {month} {year}?,,1,argmax
q5,"select avg(length) from (select date, sum(howlong) as length from df group by date) as a",daily_chat-log.csv,,How long do I spend on average each day talking to my friends?,,1,average
q6,select count(*) from df1 where friends = '{friends}' and year = '{year}' and month = '{month}',daily_chat-log.csv,"friends,year,month",How many times did I talk to {friends} in {month} {year}?,,1,count
q7,"select exercise, max(num) from (select exercise, count(*) as num from df where month = '{month}' and year = '{year}' group by exercise) as a",daily_exercise-log.csv,"month,year",What exercise did I do the most in {month} {year}?,,1,argmax
q8,select count(*) from df where exercise = '{exercise}' and month = '{month}' and year = '{year}',daily_exercise-log.csv,"exercise,month,year",How many times did I {exercise} in {month} {year}?,,1,count
q9,"select year, month, max(num) from (select year, month, count(exercise) as num from df where exercise = '{exercise}' group by year, month) as a",daily_exercise-log.csv,exercise,Which month of which year did I {exercise} the most?,,"1,2",argmax
q10,select distinct foodtype from df1 where mealtype = '{mealtype}' and people_string = '{people_string}' and month = '{month}' and year = '{year}',daily_meal-log.csv,"mealtype,people_string,month,year",List all the {mealtype} dishes that {people_string} had in {month} of {year}?,,1,list
q11,select count(*) from df where mealtype = '{mealtype}' and foodtype = '{foodtype}' and month = '{month}' and year = '{year}',daily_meal-log.csv,"mealtype,foodtype,month,year",How many times did I have {foodtype} for {mealtype} in {month} {year}?,,1,count
q12,"select avg(howlong) from (select a.date, (case when b.howlong>=0 then b.howlong else a.howlong end) as howlong from (select distinct date, 0 as howlong from df) a left outer join (select date, howlong from df where readtype='{readtype}') b on a.date = b.date)",daily_read-log.csv,readtype,How much time on average do I spend on {readtype} each day?,,1,average
q13,select count(*) from df where year='{year}' and readtype='{readtype}',daily_read-log.csv,"year,readtype",How many {readtype} did I read in {year}?,,1,count
q14,select count(*) from df where watchtype='{watchtype}' and cast(year as int)>={year},daily_watchtv-log.csv,"watchtype,year",How many times {watchtype} have I watched in total since {year}?,,1,count
q15,"select year, max(num) from (select year, count(*) as num from df where watchtype='{watchtype}' group by year)",daily_watchtv-log.csv,watchtype,In which year have I watched the most number of {watchtype}?,,1,argmax
q16,select count(*) from df where cuisine like '%{cuisine}%' and cast(year as int)>{year},weekly_bakeorcook-log.csv,"cuisine,year",How many times did I make  {cuisine} after {year}?,,1,count
q17,"select cuisine, max(num) from (select cuisine, count(*) as num from df1 group by cuisine)",weekly_bakeorcook-log.csv,,What do I bake or cook the most often?,,1,argmax
q18,select cast(count(cuisine) as float)/31 as avg from (select cuisine from df1 where month = '{month}' and year = '{year}'),weekly_bakeorcook-log.csv,"year,month",How many dishes on average did I make on a daily basis in {month} {year}?,,1,count
q19,select count(*) from df where year = '{year}',weekly_grocery-log.csv,year,How many times did I go grocery shopping in {year}?,,1,count
q20,"select year, max(num) from (select year, count(toiletries) as num from (select year, toiletries from df where toiletries like '%facial wash%') group by year)",weekly_grocery-log.csv,,In what year did I buy facial wash the most?,"{""toiletries"":""facial wash""}",1,argmax
q21,"select fruits, max(num) from (select fruits, count(date) as num from (select fruits, date from df1) group by fruits)",weekly_grocery-log.csv,,What fruit do I buy the most often?,,1,argmax
q22,select max(date_obj) from (select datetime(date) as date_obj from df where people_string like '%Chloe%'),weekly_grocery-log.csv,,When did I last go get groceries with Chloe?,"{""people_string"":""%Chloe%""}",1,argmax
q23,select count(*) from df where hobbies = '{hobbies}' and people_string like '%{people_string}%',weekly_hobby-log.csv,"hobbies,people_string",How many times have I played {hobbies} with {people_string}?,,1,count
q24,"select people_string, max(num) from (select people_string, count(hobbies) as num from df1 where hobbies = '{hobbies}' group by people_string)",weekly_hobby-log.csv,hobbies,Who do I play {hobbies} with the most?,,1,argmax
q25,"select hobbies, max(num) from (select hobbies, count(date) as num from (select date, hobbies from df1 where year = '{year}')) group by hobbies",weekly_hobby-log.csv,year,What was my favorite hobby in {year}?,,1,argmax
q26,select food_type from df where city = '{city}',travel_dining-log.csv,city,What did I eat in {city}?,,"1,:",list
q27,select food_type from df group by food_type order by count(dining_date) desc limit 5,travel_dining-log.csv,,what are the most common foods I eat when I travel?,,"1,:",argmax
q28,select food_type from df where city = '{city}' group by food_type order by count(dining_date) desc limit 5,travel_dining-log.csv,city,what are the most common foods I eat when I'm in {city}?,,"1,:",argmax
q29,"select r.food_type, r.dining_date, s.place from df r cross join df2 s where s.place = '{place}' and r.dining_date = s.place_visit_date","travel_dining-log.csv,travel_places_visited-log.csv",place,what did I eat on the day that I visited {place}?,,"1,:",list
q30,select count(*) from df where place = '{place}',travel_places_visited-log.csv,place,How many times did I visit {place}?,,1,count
q31,select count(distinct r.place) from df r where r.city = '{city}',travel_places_visited-log.csv,city,How many places did I visit in {city}?,,1,count
q32,select r.place from df r where r.city = '{city}' AND r.people like '%{people}%',travel_places_visited-log.csv,"city,people",Which places in {city} did I visit with {people}?,,"1,:",list
q33,select count(*) from df,marriages-log.csv,,How many times did I get married?,,?,count
q34,select min(date) from (select datetime(married_date) as date from df),marriages-log.csv,,When did I first get married?,,?,argmax
q35,select max(date) from (select datetime(married_date) as date from df),marriages-log.csv,,When was the date of my most recent marriage?,,?,argmax
q36,select count(*) from df,moves-log.csv,,How many times did I move in my life?,,?,count
q37,select max(date_obj) from (select datetime(date) as date_obj from df),moves-log.csv,,When was my most recent move?,,?,argmax
q38,select count(*) from df where type_of_move like '%for a new job%',moves-log.csv,,How many times did I move for a job?,,?,count
q39,select count(*) from df where city = '{city}',travel-log.csv,city,How many times did I travel to {city}?,,1,count
q40,select min(date_obj) from (select datetime(start_date) as date_obj from df where city = '{city}'),travel-log.csv,city,When was the first time I traveled to {city}?,,1,argmax
q41,select count(*) from df where city = '{city}' and start_year = '{start_year}',travel-log.csv,"city,start_year",How many times did I travel to {city} in year {start_year}?,,1,count
q42,"select * from (select city, count(*) as num from df group by city) order by num desc limit 5",travel-log.csv,,What are my top N destinations?,,"1,:",argmax
